Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2017 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.95% of 1.05 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    1.05                 main [1]
                0.29    0.73    5000/5000        Board::drawBoard(_XDisplay*, unsigned long&, _XGC*&) [2]
                0.00    0.02       1/1           Board::Board(int, int, int, int, int, XColor*) [11]
                0.00    0.01    6769/6769        Board::step(int) [13]
                0.00    0.00       1/1           Board::init() [15]
                0.00    0.00       1/1           VirtualRootWindowOfScreen(Screen*) [352]
                0.00    0.00       1/1           Board::~Board() [353]
-----------------------------------------------
                0.29    0.73    5000/5000        main [1]
[2]     97.5    0.29    0.73    5000         Board::drawBoard(_XDisplay*, unsigned long&, _XGC*&) [2]
                0.12    0.27 51200000/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
                0.13    0.20 51200000/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
-----------------------------------------------
                0.00    0.00    5322/51312896     Board::setCell(int, int, int, int) [16]
                0.00    0.00   10240/51312896     Board::init() [15]
                0.00    0.00   97334/51312896     Board::step(int) [13]
                0.12    0.27 51200000/51312896     Board::drawBoard(_XDisplay*, unsigned long&, _XGC*&) [2]
[3]     37.6    0.13    0.27 51312896         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
                0.05    0.10 51312896/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_range_check(unsigned long) const [5]
                0.12    0.00 51312896/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00    5322/51292673     Board::setCell(int, int, int, int) [16]
                0.00    0.00   10240/51292673     Board::init() [15]
                0.00    0.00   77111/51292673     Board::step(int) [13]
                0.13    0.20 51200000/51292673     Board::drawBoard(_XDisplay*, unsigned long&, _XGC*&) [2]
[4]     32.4    0.14    0.21 51292673         std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
                0.08    0.06 51292673/51292673     std::vector<Cell, std::allocator<Cell> >::_M_range_check(unsigned long) const [6]
                0.07    0.00 51292673/51292673     std::vector<Cell, std::allocator<Cell> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.05    0.10 51312896/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
[5]     14.8    0.05    0.10 51312896         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_range_check(unsigned long) const [5]
                0.10    0.00 51312896/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::size() const [8]
-----------------------------------------------
                0.08    0.06 51292673/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
[6]     12.9    0.08    0.06 51292673         std::vector<Cell, std::allocator<Cell> >::_M_range_check(unsigned long) const [6]
                0.06    0.00 51292673/51318272     std::vector<Cell, std::allocator<Cell> >::size() const [10]
-----------------------------------------------
                0.12    0.00 51312896/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
[7]     11.0    0.12    0.00 51312896         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00       1/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator=(std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > const&) [22]
                0.00    0.00       8/51332979     void std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_emplace_back_aux<std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> > const&) [30]
                0.00    0.00      32/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_check_len(unsigned long, char const*) const [31]
                0.00    0.00   20042/51332979     Board::step(int) [13]
                0.10    0.00 51312896/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_range_check(unsigned long) const [5]
[8]     10.0    0.11    0.00 51332979         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::size() const [8]
-----------------------------------------------
                0.07    0.00 51292673/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
[9]      6.7    0.07    0.00 51292673         std::vector<Cell, std::allocator<Cell> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.00    0.00     256/51318272     std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> > const&) [20]
                0.00    0.00    1024/51318272     void std::vector<Cell, std::allocator<Cell> >::_M_emplace_back_aux<Cell const&>(Cell const&) [18]
                0.00    0.00    4096/51318272     std::vector<Cell, std::allocator<Cell> >::_M_check_len(unsigned long, char const*) const [19]
                0.00    0.00   20223/51318272     Board::step(int) [13]
                0.06    0.00 51292673/51318272     std::vector<Cell, std::allocator<Cell> >::_M_range_check(unsigned long) const [6]
[10]     5.7    0.06    0.00 51318272         std::vector<Cell, std::allocator<Cell> >::size() const [10]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[11]     1.9    0.00    0.02       1         Board::Board(int, int, int, int, int, XColor*) [11]
                0.02    0.00       5/5           void std::vector<Faction, std::allocator<Faction> >::emplace_back<>() [12]
                0.00    0.00   10240/10240       std::vector<Cell, std::allocator<Cell> >::push_back(Cell const&) [17]
                0.00    0.00     128/128         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::push_back(std::vector<Cell, std::allocator<Cell> > const&) [21]
                0.00    0.00       1/1           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator=(std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > const&) [22]
                0.00    0.00   10240/10240       Cell::Cell(int, int) [73]
                0.00    0.00     128/128         std::vector<Cell, std::allocator<Cell> >::vector() [172]
                0.00    0.00     128/511         std::vector<Cell, std::allocator<Cell> >::~vector() [143]
                0.00    0.00       2/2           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::vector() [348]
                0.00    0.00       1/1           std::vector<Move, std::allocator<Move> >::vector() [377]
                0.00    0.00       1/1           std::vector<Faction, std::allocator<Faction> >::vector() [379]
                0.00    0.00       1/1           std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::priority_queue(compareMove const&, std::vector<Move, std::allocator<Move> >&&) [375]
                0.00    0.00       1/2           std::vector<Move, std::allocator<Move> >::~vector() [347]
                0.00    0.00       1/2           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::~vector() [349]
-----------------------------------------------
                0.02    0.00       5/5           Board::Board(int, int, int, int, int, XColor*) [11]
[12]     1.9    0.02    0.00       5         void std::vector<Faction, std::allocator<Faction> >::emplace_back<>() [12]
                0.00    0.00       4/4           void std::vector<Faction, std::allocator<Faction> >::_M_emplace_back_aux<>() [326]
                0.00    0.00       1/5           void std::allocator_traits<std::allocator<Faction> >::construct<Faction>(std::allocator<Faction>&, Faction*) [305]
-----------------------------------------------
                0.00    0.01    6769/6769        main [1]
[13]     0.6    0.00    0.01    6769         Board::step(int) [13]
                0.01    0.00    6741/6741        std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::pop() [14]
                0.00    0.00   97334/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
                0.00    0.00   77111/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
                0.00    0.00    1769/1774        Board::setCell(int, int, int, int) [16]
                0.00    0.00   20042/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::size() const [8]
                0.00    0.00   20223/51318272     std::vector<Cell, std::allocator<Cell> >::size() const [10]
                0.00    0.00   53928/53928       Cell::Cell() [45]
                0.00    0.00   10279/13837       std::vector<Faction, std::allocator<Faction> >::at(unsigned long) [70]
                0.00    0.00    6769/6769        std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::size() const [90]
                0.00    0.00    6769/6769        std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::top() const [89]
                0.00    0.00    6741/8515        Faction::getSpeed() [77]
                0.00    0.00    6741/8515        Move::Move(int, int, int, int) [76]
                0.00    0.00    6741/8515        std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::push(Move&&) [81]
                0.00    0.00    1769/1769        Faction::getStrength() [119]
                0.00    0.00    1769/1769        Faction::getAccuracy() [118]
-----------------------------------------------
                0.01    0.00    6741/6741        Board::step(int) [13]
[14]     0.5    0.01    0.00    6741         std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::pop() [14]
                0.00    0.00    6741/15257       std::vector<Move, std::allocator<Move> >::end() [65]
                0.00    0.00    6741/15257       std::vector<Move, std::allocator<Move> >::begin() [66]
                0.00    0.00    6741/6741        void std::pop_heap<__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >, compareMove>(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >, __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >, compareMove) [102]
                0.00    0.00    6741/6741        std::vector<Move, std::allocator<Move> >::pop_back() [99]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[15]     0.0    0.00    0.00       1         Board::init() [15]
                0.00    0.00   10240/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
                0.00    0.00   10240/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
                0.00    0.00       5/1774        Board::setCell(int, int, int, int) [16]
                0.00    0.00   10240/12014       Cell::init(int) [72]
                0.00    0.00      10/13837       std::vector<Faction, std::allocator<Faction> >::at(unsigned long) [70]
                0.00    0.00       7/15638       std::vector<Faction, std::allocator<Faction> >::size() const [63]
                0.00    0.00       5/5           Faction::init(int) [291]
-----------------------------------------------
                0.00    0.00       5/1774        Board::init() [15]
                0.00    0.00    1769/1774        Board::step(int) [13]
[16]     0.0    0.00    0.00    1774         Board::setCell(int, int, int, int) [16]
                0.00    0.00    5322/51312896     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::at(unsigned long) [3]
                0.00    0.00    5322/51292673     std::vector<Cell, std::allocator<Cell> >::at(unsigned long) [4]
                0.00    0.00    3548/13837       std::vector<Faction, std::allocator<Faction> >::at(unsigned long) [70]
                0.00    0.00    1774/15638       std::vector<Faction, std::allocator<Faction> >::size() const [63]
                0.00    0.00    1774/12014       Cell::init(int) [72]
                0.00    0.00    1774/1774        Faction::getHealth() [117]
                0.00    0.00    1774/8515        Faction::getSpeed() [77]
                0.00    0.00    1774/8515        Move::Move(int, int, int, int) [76]
                0.00    0.00    1774/8515        std::priority_queue<Move, std::vector<Move, std::allocator<Move> >, compareMove>::push(Move&&) [81]
-----------------------------------------------
                0.00    0.00   10240/10240       Board::Board(int, int, int, int, int, XColor*) [11]
[17]     0.0    0.00    0.00   10240         std::vector<Cell, std::allocator<Cell> >::push_back(Cell const&) [17]
                0.00    0.00    1024/1024        void std::vector<Cell, std::allocator<Cell> >::_M_emplace_back_aux<Cell const&>(Cell const&) [18]
                0.00    0.00    9216/10240       void std::allocator_traits<std::allocator<Cell> >::construct<Cell, Cell const&>(std::allocator<Cell>&, Cell*, Cell const&) [75]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<Cell, std::allocator<Cell> >::push_back(Cell const&) [17]
[18]     0.0    0.00    0.00    1024         void std::vector<Cell, std::allocator<Cell> >::_M_emplace_back_aux<Cell const&>(Cell const&) [18]
                0.00    0.00    1024/1024        std::vector<Cell, std::allocator<Cell> >::_M_check_len(unsigned long, char const*) const [19]
                0.00    0.00    1024/51318272     std::vector<Cell, std::allocator<Cell> >::size() const [10]
                0.00    0.00    2048/2942        std::_Vector_base<Cell, std::allocator<Cell> >::_M_get_Tp_allocator() [105]
                0.00    0.00    1024/1280        std::_Vector_base<Cell, std::allocator<Cell> >::_M_allocate(unsigned long) [126]
                0.00    0.00    1024/41984       Cell const& std::forward<Cell const&>(std::remove_reference<Cell const&>::type&) [47]
                0.00    0.00    1024/10240       void std::allocator_traits<std::allocator<Cell> >::construct<Cell, Cell const&>(std::allocator<Cell>&, Cell*, Cell const&) [75]
                0.00    0.00    1024/1024        Cell* std::__uninitialized_move_if_noexcept_a<Cell*, Cell*, std::allocator<Cell> >(Cell*, Cell*, Cell*, std::allocator<Cell>&) [134]
                0.00    0.00    1024/1535        void std::_Destroy<Cell*, Cell>(Cell*, Cell*, std::allocator<Cell>&) [123]
                0.00    0.00    1024/1535        std::_Vector_base<Cell, std::allocator<Cell> >::_M_deallocate(Cell*, unsigned long) [121]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::vector<Cell, std::allocator<Cell> >::_M_emplace_back_aux<Cell const&>(Cell const&) [18]
[19]     0.0    0.00    0.00    1024         std::vector<Cell, std::allocator<Cell> >::_M_check_len(unsigned long, char const*) const [19]
                0.00    0.00    4096/51318272     std::vector<Cell, std::allocator<Cell> >::size() const [10]
                0.00    0.00    2048/2048        std::vector<Cell, std::allocator<Cell> >::max_size() const [109]
                0.00    0.00    1024/1068        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [130]
-----------------------------------------------
                0.00    0.00     128/256         void __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [23]
                0.00    0.00     128/256         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [25]
[20]     0.0    0.00    0.00     256         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> > const&) [20]
                0.00    0.00     256/51318272     std::vector<Cell, std::allocator<Cell> >::size() const [10]
                0.00    0.00     256/2304        std::_Vector_base<Cell, std::allocator<Cell> >::_M_get_Tp_allocator() const [106]
                0.00    0.00     256/256         __gnu_cxx::__alloc_traits<std::allocator<Cell> >::_S_select_on_copy(std::allocator<Cell> const&) [149]
                0.00    0.00     256/767         std::allocator<Cell>::~allocator() [136]
                0.00    0.00     256/256         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base(unsigned long, std::allocator<Cell> const&) [154]
                0.00    0.00     256/2942        std::_Vector_base<Cell, std::allocator<Cell> >::_M_get_Tp_allocator() [105]
                0.00    0.00     256/256         std::vector<Cell, std::allocator<Cell> >::end() const [150]
                0.00    0.00     256/256         std::vector<Cell, std::allocator<Cell> >::begin() const [151]
                0.00    0.00     256/256         Cell* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Cell const*, std::vector<Cell, std::allocator<Cell> > >, Cell*, Cell>(__gnu_cxx::__normal_iterator<Cell const*, std::vector<Cell, std::allocator<Cell> > >, __gnu_cxx::__normal_iterator<Cell const*, std::vector<Cell, std::allocator<Cell> > >, Cell*, std::allocator<Cell>&) [158]
-----------------------------------------------
                0.00    0.00     128/128         Board::Board(int, int, int, int, int, XColor*) [11]
[21]     0.0    0.00    0.00     128         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::push_back(std::vector<Cell, std::allocator<Cell> > const&) [21]
                0.00    0.00     120/128         void std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::allocator<std::vector<Cell, std::allocator<Cell> > >&, std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [24]
                0.00    0.00       8/8           void std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_emplace_back_aux<std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> > const&) [30]
-----------------------------------------------
                0.00    0.00       1/1           Board::Board(int, int, int, int, int, XColor*) [11]
[22]     0.0    0.00    0.00       1         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator=(std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > const&) [22]
                0.00    0.00       1/1           std::vector<Cell, std::allocator<Cell> >* std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >) [27]
                0.00    0.00       1/51332979     std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::size() const [8]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_S_propagate_on_copy_assign() [358]
                0.00    0.00       1/1           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::capacity() const [361]
                0.00    0.00       1/1           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::begin() const [360]
                0.00    0.00       1/1           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::end() const [359]
                0.00    0.00       1/20          std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_get_Tp_allocator() [225]
                0.00    0.00       1/11          void std::_Destroy<std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >*, std::allocator<std::vector<Cell, std::allocator<Cell> > >&) [267]
                0.00    0.00       1/11          std::_Vector_base<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_deallocate(std::vector<Cell, std::allocator<Cell> >*, unsigned long) [265]
-----------------------------------------------
                0.00    0.00     128/128         void std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::allocator<std::vector<Cell, std::allocator<Cell> > >&, std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [24]
[23]     0.0    0.00    0.00     128         void __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [23]
                0.00    0.00     128/256         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> > const&) [20]
                0.00    0.00     128/392         std::vector<Cell, std::allocator<Cell> > const& std::forward<std::vector<Cell, std::allocator<Cell> > const&>(std::remove_reference<std::vector<Cell, std::allocator<Cell> > const&>::type&) [144]
                0.00    0.00     128/57956       operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00       8/128         void std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::_M_emplace_back_aux<std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> > const&) [30]
                0.00    0.00     120/128         std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::push_back(std::vector<Cell, std::allocator<Cell> > const&) [21]
[24]     0.0    0.00    0.00     128         void std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::allocator<std::vector<Cell, std::allocator<Cell> > >&, std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [24]
                0.00    0.00     128/128         void __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [23]
                0.00    0.00     128/392         std::vector<Cell, std::allocator<Cell> > const& std::forward<std::vector<Cell, std::allocator<Cell> > const&>(std::remove_reference<std::vector<Cell, std::allocator<Cell> > const&>::type&) [144]
-----------------------------------------------
                0.00    0.00     128/128         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [26]
[25]     0.0    0.00    0.00     128         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [25]
                0.00    0.00     128/256         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> > const&) [20]
                0.00    0.00     128/392         std::vector<Cell, std::allocator<Cell> > const& std::forward<std::vector<Cell, std::allocator<Cell> > const&>(std::remove_reference<std::vector<Cell, std::allocator<Cell> > const&>::type&) [144]
                0.00    0.00     128/57956       operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Cell, std::allocator<Cell> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [28]
[26]     0.0    0.00    0.00       1         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [26]
                0.00    0.00     128/128         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > const&>(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> > const&) [25]
                0.00    0.00     129/129         bool __gnu_cxx::operator!=<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > > const&) [165]
                0.00    0.00     128/128         __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >::operator*() const [168]
                0.00    0.00     128/638         std::vector<Cell, std::allocator<Cell> >* std::__addressof<std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >&) [139]
                0.00    0.00     128/128         __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >::operator++() [167]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > >::operator=(std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > const&) [22]
